iso_code	continent	location	date	total_cases	total_deaths
IND	Asia	India	9/24/2020	5818570	92290
IND	Asia	India	9/25/2020	5903932	93379
IND	Asia	India	9/26/2020	5992532	94503
IND	Asia	India	9/27/2020	6074702	95542
IND	Asia	India	9/28/2020	6145291	96318
IND	Asia	India	9/29/2020	6225763	97497
IND	Asia	India	9/30/2020	6312584	98678
IND	Asia	India	10/1/2020	6394068	99773
IND	Asia	India	10/2/2020	6473544	100842
IND	Asia	India	10/3/2020	6549373	101782
IND	Asia	India	10/4/2020	6623815	102685
IND	Asia	India	10/5/2020	6685082	103569
IND	Asia	India	10/6/2020	6757131	104555
IND	Asia	India	10/7/2020	6835655	105526
IND	Asia	India	10/8/2020	6906151	106490
IND	Asia	India	10/9/2020	6979423	107416
IND	Asia	India	10/10/2020	7053806	108334
IND	Asia	India	10/11/2020	7120538	109150
IND	Asia	India	10/12/2020	7175880	109856
IND	Asia	India	10/13/2020	7239389	110586
IND	Asia	India	10/14/2020	7307097	111266
IND	Asia	India	10/15/2020	7370468	112161
IND	Asia	India	10/16/2020	7432680	112998
IND	Asia	India	10/17/2020	7494551	114031
IND	Asia	India	10/18/2020	7550273	114610
IND	Asia	India	10/19/2020	7597063	115197
IND	Asia	India	10/20/2020	7651107	115914
IND	Asia	India	10/21/2020	7706946	116616
IND	Asia	India	10/22/2020	7761312	117306
IND	Asia	India	10/23/2020	7814682	117956
IND	Asia	India	10/24/2020	7864811	118534
IND	Asia	India	10/25/2020	7909959	119014
IND	Asia	India	10/26/2020	7946429	119502
IND	Asia	India	10/27/2020	7990322	120010
IND	Asia	India	10/28/2020	8040203	120527
IND	Asia	India	10/29/2020	8088851	121090
IND	Asia	India	10/30/2020	8137119	121641
IND	Asia	India	10/31/2020	8184082	122111
IND	Asia	India	11/1/2020	8229313	122607
IND	Asia	India	11/2/2020	8267623	123097
IND	Asia	India	11/3/2020	8313876	123611
IND	Asia	India	11/4/2020	8364086	124315
IND	Asia	India	11/5/2020	8411724	124985
IND	Asia	India	11/6/2020	8462080	125562
IND	Asia	India	11/7/2020	8507754	126121
IND	Asia	India	11/8/2020	8553657	126611
IND	Asia	India	11/9/2020	8591730	127059
IND	Asia	India	11/10/2020	8636011	127571
IND	Asia	India	11/11/2020	8683916	128121
IND	Asia	India	11/12/2020	8728795	128668
IND	Asia	India	11/13/2020	8773479	129188
IND	Asia	India	11/14/2020	8814579	129635
IND	Asia	India	11/15/2020	8845127	130070
IND	Asia	India	11/16/2020	8874290	130519
IND	Asia	India	11/17/2020	8912907	130993
IND	Asia	India	11/18/2020	8958483	131578
IND	Asia	India	11/19/2020	9004365	132162
IND	Asia	India	11/20/2020	9050597	132726
IND	Asia	India	11/21/2020	9095806	133227
IND	Asia	India	11/22/2020	9139865	133738
IND	Asia	India	11/23/2020	9177840	134218
IND	Asia	India	11/24/2020	9222216	134699
IND	Asia	India	11/25/2020	9266705	135223
IND	Asia	India	11/26/2020	9309787	135715
IND	Asia	India	11/27/2020	9351109	136200
IND	Asia	India	11/28/2020	9392919	136696
IND	Asia	India	11/29/2020	9431691	137139
IND	Asia	India	11/30/2020	9462809	137621
IND	Asia	India	12/1/2020	9499413	138122
IND	Asia	India	12/2/2020	9534964	138648
IND	Asia	India	12/3/2020	9571559	139188
IND	Asia	India	12/4/2020	9608211	139700
IND	Asia	India	12/5/2020	9644222	140182
IND	Asia	India	12/6/2020	9677203	140573
IND	Asia	India	12/7/2020	9703770	140958
IND	Asia	India	12/8/2020	9735850	141360
IND	Asia	India	12/9/2020	9767371	141772
ITA	Europe	Italy	1/23/2020	0	0
ITA	Europe	Italy	1/24/2020	0	0
ITA	Europe	Italy	1/25/2020	0	0
ITA	Europe	Italy	1/26/2020	0	0
ITA	Europe	Italy	1/27/2020	0	0
ITA	Europe	Italy	1/28/2020	0	0
ITA	Europe	Italy	1/29/2020	0	0
ITA	Europe	Italy	1/30/2020	0	0
ITA	Europe	Italy	1/31/2020	2	0
ITA	Europe	Italy	2/1/2020	2	0
ITA	Europe	Italy	2/2/2020	2	0
ITA	Europe	Italy	2/3/2020	2	0
ITA	Europe	Italy	2/4/2020	2	0
ITA	Europe	Italy	2/5/2020	2	0
ITA	Europe	Italy	2/6/2020	2	0
ITA	Europe	Italy	2/7/2020	3	0
ITA	Europe	Italy	2/8/2020	3	0
ITA	Europe	Italy	2/9/2020	3	0
ITA	Europe	Italy	2/10/2020	3	0
ITA	Europe	Italy	2/11/2020	3	0
ITA	Europe	Italy	2/12/2020	3	0
ITA	Europe	Italy	2/13/2020	3	0
ITA	Europe	Italy	2/14/2020	3	0
ITA	Europe	Italy	2/15/2020	3	0
ITA	Europe	Italy	2/16/2020	3	0
ITA	Europe	Italy	2/17/2020	3	0
ITA	Europe	Italy	2/18/2020	3	0
ITA	Europe	Italy	2/19/2020	3	0
ITA	Europe	Italy	2/20/2020	3	0
ITA	Europe	Italy	2/21/2020	20	1
ITA	Europe	Italy	2/22/2020	62	2
ITA	Europe	Italy	2/23/2020	155	3
ITA	Europe	Italy	2/24/2020	229	7
ITA	Europe	Italy	2/25/2020	322	10
ITA	Europe	Italy	2/26/2020	453	12
ITA	Europe	Italy	2/27/2020	655	17
ITA	Europe	Italy	2/28/2020	888	21
ITA	Europe	Italy	2/29/2020	1128	29
ITA	Europe	Italy	3/1/2020	1694	34
ITA	Europe	Italy	3/2/2020	2036	52
ITA	Europe	Italy	3/3/2020	2502	79
ITA	Europe	Italy	3/4/2020	3089	107
ITA	Europe	Italy	3/5/2020	3858	148
ITA	Europe	Italy	3/6/2020	4636	197
ITA	Europe	Italy	3/7/2020	5883	233
ITA	Europe	Italy	3/8/2020	7375	366
ITA	Europe	Italy	3/9/2020	9172	463
ITA	Europe	Italy	3/10/2020	10149	631
ITA	Europe	Italy	3/11/2020	12462	827
ITA	Europe	Italy	3/12/2020	15113	1016
ITA	Europe	Italy	3/13/2020	17660	1266
ITA	Europe	Italy	3/14/2020	21157	1441
ITA	Europe	Italy	3/15/2020	24747	1809
ITA	Europe	Italy	3/16/2020	27980	2158
ITA	Europe	Italy	3/17/2020	31506	2503
ITA	Europe	Italy	3/18/2020	35713	2978
ITA	Europe	Italy	3/19/2020	41035	3405
ITA	Europe	Italy	3/20/2020	47021	4032
ITA	Europe	Italy	3/21/2020	53578	4825
ITA	Europe	Italy	3/22/2020	59138	5476
ITA	Europe	Italy	3/23/2020	63927	6077
ITA	Europe	Italy	3/24/2020	69176	6820
ITA	Europe	Italy	3/25/2020	74386	7503
ITA	Europe	Italy	3/26/2020	80589	8215
ITA	Europe	Italy	3/27/2020	86498	9134
ITA	Europe	Italy	3/28/2020	92472	10023
ITA	Europe	Italy	3/29/2020	97689	10779
ITA	Europe	Italy	3/30/2020	101739	11591
ITA	Europe	Italy	3/31/2020	105792	12428
ITA	Europe	Italy	4/1/2020	110574	13155
ITA	Europe	Italy	4/2/2020	115242	13915
ITA	Europe	Italy	4/3/2020	119827	14681
ITA	Europe	Italy	4/4/2020	124632	15362
ITA	Europe	Italy	4/5/2020	128948	15887
ITA	Europe	Italy	4/6/2020	132547	16523
ITA	Europe	Italy	4/7/2020	135586	17127
ITA	Europe	Italy	4/8/2020	139422	17669
ITA	Europe	Italy	4/9/2020	143626	18279
ITA	Europe	Italy	4/10/2020	147577	18849
ITA	Europe	Italy	4/11/2020	152271	19468
ITA	Europe	Italy	4/12/2020	156363	19899
ITA	Europe	Italy	4/13/2020	159516	20465
ITA	Europe	Italy	4/14/2020	162488	21067
ITA	Europe	Italy	4/15/2020	165155	21645
ITA	Europe	Italy	4/16/2020	168941	22170
ITA	Europe	Italy	4/17/2020	172434	22745
ITA	Europe	Italy	4/18/2020	175925	23227
ITA	Europe	Italy	4/19/2020	178972	23660
ITA	Europe	Italy	4/20/2020	181228	24114
ITA	Europe	Italy	4/21/2020	183957	24648
ITA	Europe	Italy	4/22/2020	187327	25085
ITA	Europe	Italy	4/23/2020	189973	25549
ITA	Europe	Italy	4/24/2020	192994	25969
ITA	Europe	Italy	4/25/2020	195351	26384
ITA	Europe	Italy	4/26/2020	197675	26644
ITA	Europe	Italy	4/27/2020	199414	26977
ITA	Europe	Italy	4/28/2020	201505	27359
ITA	Europe	Italy	4/29/2020	203591	27682
ITA	Europe	Italy	4/30/2020	205463	27967
ITA	Europe	Italy	5/1/2020	207428	28236
ITA	Europe	Italy	5/2/2020	209328	28710
ITA	Europe	Italy	5/3/2020	210717	28884
ITA	Europe	Italy	5/4/2020	211938	29079
ITA	Europe	Italy	5/5/2020	213013	29315
ITA	Europe	Italy	5/6/2020	214457	29684
ITA	Europe	Italy	5/7/2020	215858	29958
ITA	Europe	Italy	5/8/2020	217185	30201
ITA	Europe	Italy	5/9/2020	218268	30395
ITA	Europe	Italy	5/10/2020	219070	30560
ITA	Europe	Italy	5/11/2020	219814	30739
ITA	Europe	Italy	5/12/2020	221216	30911
ITA	Europe	Italy	5/13/2020	222104	31106
ITA	Europe	Italy	5/14/2020	223096	31368
ITA	Europe	Italy	5/15/2020	223885	31610
ITA	Europe	Italy	5/16/2020	224760	31763
ITA	Europe	Italy	5/17/2020	225435	31908
ITA	Europe	Italy	5/18/2020	225886	32007
ITA	Europe	Italy	5/19/2020	226699	32169
ITA	Europe	Italy	5/20/2020	227364	32330
ITA	Europe	Italy	5/21/2020	228006	32486
ITA	Europe	Italy	5/22/2020	228658	32616
ITA	Europe	Italy	5/23/2020	229327	32735
ITA	Europe	Italy	5/24/2020	229858	32785
ITA	Europe	Italy	5/25/2020	230158	32877
ITA	Europe	Italy	5/26/2020	230555	32955
ITA	Europe	Italy	5/27/2020	231139	33072
ITA	Europe	Italy	5/28/2020	231732	33142
ITA	Europe	Italy	5/29/2020	232248	33229
ITA	Europe	Italy	5/30/2020	232664	33340
ITA	Europe	Italy	5/31/2020	232997	33415
ITA	Europe	Italy	6/1/2020	233197	33475
ITA	Europe	Italy	6/2/2020	233515	33530
ITA	Europe	Italy	6/3/2020	233836	33601
ITA	Europe	Italy	6/4/2020	234013	33689
ITA	Europe	Italy	6/5/2020	234531	33774
ITA	Europe	Italy	6/6/2020	234801	33846
ITA	Europe	Italy	6/7/2020	234998	33899
ITA	Europe	Italy	6/8/2020	235278	33964
ITA	Europe	Italy	6/9/2020	235561	34043
ITA	Europe	Italy	6/10/2020	235763	34114
ITA	Europe	Italy	6/11/2020	236142	34167
ITA	Europe	Italy	6/12/2020	236305	34223
ITA	Europe	Italy	6/13/2020	236651	34301
ITA	Europe	Italy	6/14/2020	236989	34345
ITA	Europe	Italy	6/15/2020	237290	34371
ITA	Europe	Italy	6/16/2020	237500	34405
ITA	Europe	Italy	6/17/2020	237828	34448
ITA	Europe	Italy	6/18/2020	238159	34514
ITA	Europe	Italy	6/19/2020	238011	34561
ITA	Europe	Italy	6/20/2020	238275	34610
ITA	Europe	Italy	6/21/2020	238499	34634
ITA	Europe	Italy	6/22/2020	238720	34657
ITA	Europe	Italy	6/23/2020	238833	34675
ITA	Europe	Italy	6/24/2020	239410	34644
ITA	Europe	Italy	6/25/2020	239706	34678
ITA	Europe	Italy	6/26/2020	239961	34708
ITA	Europe	Italy	6/27/2020	240136	34716
ITA	Europe	Italy	6/28/2020	240310	34738
ITA	Europe	Italy	6/29/2020	240436	34744
ITA	Europe	Italy	6/30/2020	240578	34767
